时间,用户1,用户2,用户3,用户4,用户5,用户6,用户7,用户8,用户9,用户10,用户11,用户12,用户13,用户14,用户15,用户16,用户17,用户18,用户19,用户20,用户21,用户22,用户23,用户24,用户25,用户26,用户27,用户28,用户29,用户30,用户31,用户32,用户33,用户34,用户35,用户36,用户37,用户38,用户39,用户40,用户41,用户42,用户43,用户44,用户45,用户46,用户47,用户48,用户49,用户50,用户51,用户52,用户53,用户54,用户55,用户56,用户57,用户58,用户59,用户60,用户61,用户62,用户63,用户64,用户65,用户66,用户67,用户68,用户69,用户70,用户71,用户72,用户73,用户74,用户75,用户76,用户77,用户78,用户79,用户80,用户81,用户82,用户83,用户84,用户85,用户86,用户87,用户88,用户89,用户90,用户91,用户92,用户93,用户94,用户95,用户96,用户97,用户98,用户99,用户100,用户101,用户102,用户103,用户104,用户105,用户106,用户107,用户108,用户109,用户110,用户111,用户112,用户113,用户114,用户115,用户116,用户117,用户118,用户119,用户120,用户121,用户122,用户123,用户124,用户125,用户126,用户127,用户128,用户129,用户130,用户131,用户132,用户133,用户134,用户135,用户136,损失电量(kW·h)
2020/5/11,131.40 ,56.40 ,102.00 ,119.70 ,222.40 ,309.30 ,546.80 ,220.20 ,89.70 ,161.40 ,256.50 ,201.30 ,4.80 ,2326.80 ,282.00 ,494.00 ,711.60 ,164.70 ,237.30 ,115.80 ,300.30 ,280.20 ,805.80 ,136.80 ,554.40 ,244.80 ,193.20 ,207.60 ,1157.40 ,226.80 ,119.10 ,379.80 ,792.20 ,9.00 ,2520.00 ,1331.20 ,3336.00 ,8690.00 ,93.60 ,283.20 ,629.20 ,405.90 ,0.30 ,1128.00 ,12.00 ,2346.00 ,0.00 ,15.20 ,1137.00 ,2775.60 ,424.80 ,0.20 ,7.29 ,4020.00 ,572.00 ,285.60 ,23.70 ,432.80 ,27.60 ,171.00 ,744.00 ,317.40 ,153.60 ,116.80 ,188.85 ,781.80 ,1194.60 ,250.40 ,7.20 ,16.80 ,678.00 ,224.00 ,299.40 ,1344.00 ,100.80 ,112.50 ,726.00 ,768.00 ,511.80 ,618.90 ,652.50 ,561.90 ,54.30 ,239.10 ,47.50 ,423.00 ,139.20 ,75.30 ,162.00 ,272.50 ,321.60 ,257.40 ,226.20 ,241.80 ,281.10 ,322.80 ,261.30 ,156.60 ,175.50 ,64.50 ,163.20 ,235.20 ,212.40 ,1029.00 ,452.40 ,169.20 ,109.80 ,685.20 ,108.60 ,1239.60 ,195.60 ,453.00 ,356.40 ,791.10 ,181.60 ,87.60 ,112.20 ,186.60 ,358.20 ,234.30 ,148.50 ,337.20 ,135.30 ,137.40 ,168.00 ,114.00 ,405.30 ,148.00 ,91.80 ,232.80 ,792.00 ,448.80 ,4124.00 ,618.30 ,302.10 ,83.10 ,6929.50 
2020/5/12,130.20 ,56.70 ,101.70 ,113.10 ,240.00 ,301.80 ,462.40 ,216.60 ,87.00 ,143.10 ,253.50 ,177.90 ,4.80 ,2383.80 ,388.80 ,466.40 ,677.60 ,185.10 ,229.80 ,108.00 ,276.45 ,279.00 ,844.20 ,139.20 ,566.40 ,254.40 ,204.00 ,213.00 ,928.20 ,406.50 ,114.90 ,349.80 ,810.00 ,10.80 ,3016.00 ,1545.60 ,2808.00 ,6440.00 ,86.85 ,272.70 ,663.20 ,399.75 ,0.15 ,1536.00 ,9.50 ,3222.00 ,78.00 ,12.00 ,1142.70 ,0.01 ,352.05 ,1.28 ,815.10 ,4092.00 ,535.20 ,288.00 ,17.70 ,652.80 ,34.50 ,180.60 ,1332.00 ,215.40 ,62.40 ,122.40 ,240.90 ,757.20 ,1178.40 ,228.00 ,6.00 ,12.30 ,612.00 ,192.00 ,324.90 ,48.00 ,95.20 ,134.10 ,2010.00 ,810.00 ,358.20 ,493.50 ,663.90 ,715.20 ,52.05 ,232.80 ,48.40 ,417.00 ,151.20 ,84.60 ,162.30 ,34.00 ,346.40 ,284.70 ,225.60 ,223.20 ,287.10 ,307.20 ,259.80 ,159.30 ,163.20 ,58.50 ,153.00 ,236.10 ,209.40 ,964.80 ,463.20 ,169.20 ,91.50 ,679.20 ,120.00 ,1115.40 ,200.70 ,456.00 ,369.30 ,718.80 ,220.40 ,80.40 ,109.80 ,196.80 ,321.60 ,235.80 ,141.00 ,358.20 ,139.20 ,130.50 ,181.20 ,105.00 ,375.60 ,136.00 ,87.30 ,243.60 ,555.00 ,404.40 ,4146.40 ,660.90 ,379.80 ,71.70 ,7745.76 
2020/5/13,119.40 ,54.00 ,91.80 ,107.40 ,210.40 ,300.60 ,522.00 ,199.50 ,81.30 ,141.00 ,250.20 ,157.80 ,4.80 ,2352.00 ,260.40 ,462.00 ,760.00 ,160.20 ,219.60 ,87.60 ,268.95 ,332.40 ,912.00 ,139.20 ,568.80 ,292.80 ,205.20 ,206.10 ,532.20 ,388.20 ,120.00 ,328.80 ,746.80 ,8.70 ,1432.00 ,2048.00 ,2196.00 ,5840.00 ,103.50 ,285.00 ,686.80 ,395.10 ,0.15 ,1764.00 ,14.00 ,3708.00 ,139.20 ,16.80 ,1140.30 ,3115.80 ,361.05 ,2.20 ,4.02 ,3510.00 ,513.60 ,34.40 ,19.50 ,588.80 ,37.35 ,171.30 ,1299.20 ,280.20 ,211.20 ,134.40 ,305.55 ,774.60 ,1136.40 ,189.60 ,10.40 ,17.70 ,480.00 ,176.00 ,375.60 ,1362.00 ,106.40 ,98.10 ,912.00 ,840.00 ,64.20 ,471.00 ,671.40 ,756.00 ,50.70 ,306.60 ,48.40 ,397.00 ,146.40 ,81.00 ,162.00 ,121.50 ,336.80 ,268.80 ,196.20 ,222.00 ,281.70 ,312.60 ,256.80 ,132.00 ,150.30 ,56.10 ,175.80 ,247.50 ,214.20 ,867.00 ,462.00 ,164.10 ,106.20 ,705.00 ,125.40 ,833.10 ,214.20 ,476.40 ,355.80 ,737.40 ,228.40 ,84.90 ,112.50 ,195.00 ,331.20 ,234.00 ,152.10 ,355.20 ,140.40 ,140.40 ,182.10 ,109.00 ,298.50 ,143.00 ,84.60 ,223.20 ,702.00 ,457.20 ,4121.60 ,744.30 ,361.80 ,70.50 ,7911.65 
2020/5/14,135.90 ,62.40 ,101.40 ,107.10 ,214.00 ,328.20 ,762.80 ,228.30 ,84.30 ,110.40 ,265.80 ,189.60 ,3.60 ,2468.40 ,363.60 ,588.00 ,754.80 ,207.30 ,225.30 ,121.50 ,289.80 ,336.00 ,851.40 ,135.60 ,602.40 ,286.80 ,212.40 ,234.60 ,671.40 ,333.90 ,121.20 ,288.90 ,799.40 ,10.80 ,2512.00 ,2095.20 ,1416.00 ,5900.00 ,89.85 ,276.90 ,749.20 ,411.75 ,0.15 ,2412.00 ,15.00 ,3636.00 ,560.00 ,20.00 ,1277.40 ,0.02 ,371.40 ,1.49 ,690.00 ,3540.00 ,580.00 ,305.60 ,27.00 ,628.80 ,38.70 ,126.00 ,640.80 ,316.20 ,128.80 ,129.60 ,262.35 ,826.20 ,1705.20 ,228.00 ,7.60 ,20.10 ,576.00 ,1032.00 ,339.45 ,1170.00 ,139.20 ,105.00 ,288.00 ,858.00 ,121.80 ,564.00 ,689.40 ,772.50 ,57.00 ,255.60 ,55.10 ,420.50 ,160.20 ,76.80 ,177.30 ,217.00 ,353.20 ,267.90 ,199.20 ,240.60 ,267.60 ,318.60 ,332.70 ,145.50 ,143.40 ,57.90 ,178.20 ,239.10 ,222.00 ,1021.80 ,476.40 ,171.60 ,106.50 ,848.40 ,112.20 ,807.30 ,199.80 ,445.80 ,373.20 ,896.70 ,264.00 ,93.60 ,118.20 ,204.60 ,334.20 ,226.80 ,138.30 ,359.40 ,146.10 ,141.00 ,166.80 ,115.00 ,275.10 ,151.00 ,87.00 ,255.00 ,727.50 ,486.60 ,4199.20 ,801.30 ,344.40 ,71.10 ,6896.49 
2020/5/15,126.60 ,58.80 ,185.40 ,118.20 ,220.00 ,284.40 ,652.40 ,200.70 ,77.70 ,101.40 ,251.10 ,185.40 ,4.50 ,2434.20 ,219.60 ,499.60 ,658.40 ,153.90 ,248.40 ,93.30 ,287.70 ,328.50 ,878.40 ,148.20 ,564.00 ,267.60 ,231.60 ,174.00 ,767.40 ,304.20 ,132.60 ,309.90 ,741.20 ,13.50 ,2712.00 ,2317.60 ,2268.00 ,5780.00 ,95.70 ,269.70 ,686.40 ,395.55 ,0.30 ,2148.00 ,15.00 ,4986.00 ,59.10 ,8.80 ,1208.10 ,2899.20 ,389.10 ,1.40 ,5.49 ,3156.00 ,434.40 ,290.40 ,19.80 ,644.00 ,36.45 ,166.80 ,1049.60 ,343.20 ,95.20 ,52.00 ,222.00 ,840.60 ,2036.40 ,248.80 ,7.20 ,21.90 ,630.00 ,1544.00 ,277.80 ,1668.00 ,84.80 ,119.40 ,240.00 ,840.00 ,84.60 ,579.30 ,696.00 ,699.30 ,50.25 ,227.10 ,50.80 ,413.00 ,113.40 ,37.20 ,154.50 ,33.50 ,349.20 ,286.80 ,201.00 ,218.40 ,287.70 ,330.00 ,302.70 ,150.60 ,124.20 ,49.20 ,147.90 ,499.80 ,195.00 ,899.40 ,457.20 ,161.70 ,106.20 ,697.20 ,119.40 ,816.30 ,174.00 ,466.50 ,385.80 ,677.40 ,231.60 ,87.90 ,109.50 ,185.40 ,329.40 ,225.00 ,132.30 ,334.20 ,136.50 ,135.30 ,159.60 ,111.00 ,260.40 ,133.00 ,70.20 ,234.00 ,787.20 ,556.20 ,4547.20 ,776.70 ,385.50 ,69.90 ,7526.31 
2020/5/16,124.80 ,63.90 ,178.20 ,120.90 ,219.20 ,319.20 ,610.00 ,212.40 ,75.60 ,129.60 ,256.50 ,204.60 ,3.60 ,2353.20 ,260.40 ,390.40 ,712.80 ,171.90 ,270.30 ,92.10 ,286.65 ,322.20 ,874.20 ,150.60 ,568.80 ,274.80 ,202.80 ,216.00 ,695.40 ,342.60 ,123.30 ,316.50 ,748.20 ,12.90 ,3056.00 ,2460.00 ,1992.00 ,7520.00 ,94.35 ,283.20 ,699.20 ,407.70 ,0.15 ,1656.00 ,12.50 ,1962.00 ,204.00 ,9.60 ,1233.00 ,0.01 ,408.30 ,1.27 ,791.40 ,3570.00 ,512.00 ,46.40 ,27.00 ,653.60 ,23.70 ,70.50 ,1319.20 ,375.60 ,162.40 ,10.40 ,266.40 ,777.00 ,1857.00 ,254.40 ,6.00 ,24.30 ,408.00 ,2216.00 ,290.85 ,1410.00 ,113.60 ,123.00 ,426.00 ,882.00 ,73.80 ,542.70 ,710.70 ,705.60 ,53.70 ,112.50 ,52.20 ,421.00 ,136.20 ,57.00 ,166.20 ,53.00 ,358.80 ,311.10 ,219.60 ,217.20 ,299.70 ,343.80 ,294.30 ,150.60 ,150.30 ,59.40 ,152.40 ,784.50 ,215.40 ,718.20 ,448.80 ,184.50 ,107.10 ,834.00 ,126.60 ,971.10 ,181.50 ,484.50 ,402.90 ,766.50 ,246.40 ,90.00 ,134.40 ,219.60 ,331.20 ,221.10 ,143.10 ,376.20 ,141.30 ,150.60 ,165.90 ,110.00 ,282.90 ,147.00 ,61.20 ,265.20 ,650.40 ,701.40 ,4465.60 ,759.30 ,366.00 ,75.30 ,7715.44 
2020/5/17,129.00 ,64.80 ,145.20 ,121.20 ,235.20 ,324.90 ,572.40 ,222.30 ,81.60 ,106.80 ,282.90 ,273.00 ,3.90 ,2140.80 ,391.20 ,368.00 ,772.80 ,188.40 ,225.30 ,99.30 ,314.10 ,318.00 ,925.80 ,150.00 ,564.00 ,240.00 ,196.80 ,268.80 ,293.40 ,322.50 ,154.20 ,369.00 ,740.80 ,12.60 ,2960.00 ,2633.60 ,1500.00 ,6560.00 ,99.00 ,297.30 ,773.60 ,430.20 ,0.30 ,1404.00 ,10.50 ,3780.00 ,0.00 ,9.60 ,1218.00 ,2776.20 ,351.30 ,1.20 ,3.51 ,3468.00 ,394.40 ,282.40 ,11.70 ,633.60 ,17.25 ,101.10 ,641.60 ,163.20 ,168.80 ,7.20 ,281.10 ,820.20 ,1155.60 ,242.40 ,16.00 ,15.90 ,462.00 ,168.00 ,351.15 ,1518.00 ,129.60 ,99.30 ,3162.00 ,894.00 ,60.00 ,507.30 ,681.00 ,683.70 ,59.85 ,163.50 ,55.90 ,414.00 ,175.20 ,94.50 ,186.00 ,702.00 ,367.60 ,309.30 ,235.20 ,204.60 ,312.60 ,344.40 ,354.90 ,140.70 ,136.20 ,67.20 ,197.40 ,787.50 ,225.00 ,733.80 ,478.80 ,172.80 ,75.60 ,705.60 ,138.00 ,1046.40 ,202.80 ,438.30 ,426.30 ,840.00 ,261.60 ,96.00 ,137.10 ,245.40 ,332.40 ,255.00 ,129.00 ,382.80 ,156.00 ,134.40 ,165.30 ,109.00 ,407.40 ,156.00 ,61.20 ,262.20 ,600.60 ,552.00 ,4463.20 ,660.00 ,340.20 ,89.10 ,7551.58 
2020/5/18,143.40 ,66.30 ,123.60 ,116.40 ,244.00 ,311.70 ,509.60 ,205.80 ,86.70 ,138.00 ,286.50 ,225.00 ,3.60 ,2557.20 ,697.20 ,534.00 ,736.80 ,189.60 ,248.40 ,111.90 ,316.95 ,291.30 ,883.20 ,150.60 ,530.40 ,226.80 ,189.60 ,217.50 ,213.60 ,339.90 ,158.10 ,409.50 ,808.20 ,14.70 ,3008.00 ,2609.60 ,2064.00 ,7740.00 ,88.05 ,301.20 ,820.00 ,374.10 ,0.15 ,2076.00 ,10.00 ,3762.00 ,90.00 ,11.20 ,1278.30 ,0.02 ,379.20 ,1.31 ,635.70 ,3636.00 ,468.00 ,300.80 ,28.50 ,668.80 ,24.30 ,216.30 ,1515.20 ,393.00 ,125.60 ,136.80 ,253.80 ,703.80 ,1215.00 ,262.40 ,24.00 ,21.30 ,690.00 ,160.00 ,229.35 ,1704.00 ,162.40 ,90.60 ,1050.00 ,822.00 ,86.40 ,504.30 ,723.30 ,657.00 ,59.10 ,207.30 ,55.50 ,511.50 ,194.40 ,111.60 ,183.30 ,143.00 ,366.00 ,325.20 ,243.30 ,228.60 ,300.00 ,337.20 ,361.20 ,152.40 ,171.00 ,66.90 ,217.20 ,512.40 ,242.40 ,803.40 ,493.20 ,189.90 ,119.40 ,853.80 ,119.40 ,1512.60 ,203.10 ,559.20 ,383.40 ,981.60 ,201.20 ,102.30 ,133.80 ,238.20 ,353.40 ,315.60 ,127.50 ,387.60 ,156.30 ,154.80 ,161.10 ,127.00 ,431.40 ,140.00 ,64.50 ,250.80 ,570.00 ,527.40 ,4361.60 ,751.50 ,351.30 ,84.60 ,8167.62 
2020/5/19,123.60 ,62.10 ,114.60 ,97.80 ,236.40 ,309.90 ,495.20 ,204.60 ,88.20 ,138.60 ,255.30 ,179.70 ,3.90 ,2547.00 ,514.80 ,488.00 ,707.60 ,170.70 ,269.40 ,95.70 ,302.70 ,270.30 ,882.00 ,147.60 ,549.60 ,242.40 ,199.20 ,223.80 ,559.20 ,294.60 ,136.20 ,321.00 ,766.40 ,12.60 ,3312.00 ,2472.80 ,3588.00 ,7720.00 ,101.55 ,303.60 ,778.00 ,369.00 ,0.30 ,456.00 ,7.50 ,3846.00 ,138.90 ,12.00 ,1269.00 ,2897.40 ,326.10 ,0.80 ,0.49 ,4122.00 ,363.20 ,283.20 ,39.60 ,636.00 ,25.65 ,161.10 ,1840.80 ,333.60 ,225.60 ,139.20 ,275.25 ,721.80 ,1434.00 ,274.40 ,6.80 ,10.20 ,420.00 ,312.00 ,108.00 ,702.00 ,119.20 ,104.10 ,1032.00 ,942.00 ,79.20 ,505.50 ,684.00 ,537.60 ,55.65 ,208.50 ,53.30 ,481.00 ,168.60 ,96.60 ,186.00 ,36.50 ,355.60 ,300.60 ,232.50 ,196.20 ,291.30 ,315.00 ,372.90 ,155.70 ,162.30 ,61.20 ,193.20 ,301.20 ,225.00 ,839.40 ,438.00 ,175.20 ,106.80 ,789.00 ,116.40 ,1070.70 ,207.30 ,458.70 ,338.40 ,1041.90 ,279.60 ,96.90 ,130.50 ,220.20 ,351.00 ,249.60 ,143.70 ,386.40 ,153.00 ,158.40 ,181.20 ,106.00 ,378.00 ,155.00 ,91.20 ,222.60 ,736.50 ,472.20 ,4109.60 ,694.20 ,349.50 ,78.90 ,7776.22 
2020/5/20,116.10 ,60.30 ,120.00 ,120.90 ,215.60 ,298.80 ,609.20 ,201.60 ,82.50 ,125.40 ,241.20 ,165.30 ,3.60 ,2584.20 ,226.80 ,456.00 ,777.60 ,160.20 ,242.10 ,88.80 ,292.50 ,271.20 ,864.00 ,145.20 ,559.20 ,260.40 ,213.60 ,211.80 ,760.80 ,249.30 ,112.20 ,340.80 ,783.00 ,12.30 ,2728.00 ,2474.40 ,3660.00 ,7220.00 ,87.30 ,282.00 ,803.20 ,409.05 ,0.15 ,1380.00 ,4.00 ,3630.00 ,870.00 ,8.80 ,1177.50 ,0.02 ,321.30 ,1.27 ,2.70 ,3474.00 ,279.20 ,282.40 ,37.80 ,700.00 ,25.50 ,211.80 ,1081.60 ,288.00 ,219.20 ,114.40 ,196.80 ,730.20 ,1987.80 ,286.40 ,7.20 ,19.50 ,486.00 ,944.00 ,113.55 ,1296.00 ,104.00 ,111.90 ,870.00 ,846.00 ,45.60 ,443.40 ,710.40 ,725.40 ,45.00 ,279.60 ,47.50 ,491.50 ,164.40 ,76.80 ,168.90 ,102.50 ,330.80 ,277.80 ,214.80 ,241.20 ,285.00 ,320.40 ,308.10 ,147.00 ,131.10 ,57.90 ,176.10 ,254.40 ,209.40 ,650.40 ,432.00 ,172.80 ,111.60 ,700.20 ,120.00 ,1023.00 ,195.00 ,440.70 ,346.80 ,795.30 ,250.40 ,92.10 ,123.00 ,207.60 ,359.40 ,230.40 ,126.60 ,370.80 ,146.10 ,192.60 ,174.90 ,108.00 ,378.90 ,157.00 ,80.70 ,225.60 ,738.30 ,523.80 ,4062.40 ,690.90 ,333.60 ,77.40 ,7881.15 
2020/5/21,107.70 ,60.60 ,126.90 ,151.80 ,218.80 ,313.20 ,738.80 ,201.60 ,72.60 ,117.90 ,262.20 ,181.20 ,4.50 ,2413.80 ,402.00 ,427.60 ,762.40 ,152.70 ,208.20 ,92.10 ,301.65 ,283.20 ,864.00 ,145.20 ,556.80 ,247.20 ,201.60 ,193.20 ,631.80 ,253.50 ,122.70 ,385.20 ,788.80 ,12.30 ,2072.00 ,2605.60 ,2376.00 ,7800.00 ,103.65 ,226.20 ,726.40 ,395.55 ,0.15 ,1296.00 ,6.00 ,4776.00 ,72.30 ,6.40 ,1158.00 ,2854.80 ,378.00 ,0.20 ,4.64 ,3954.00 ,260.00 ,270.40 ,29.70 ,617.60 ,25.95 ,149.40 ,564.80 ,294.00 ,150.40 ,12.00 ,291.90 ,722.40 ,1621.80 ,274.40 ,7.20 ,15.00 ,432.00 ,648.00 ,204.45 ,1188.00 ,78.40 ,85.80 ,1122.00 ,924.00 ,105.60 ,513.90 ,683.40 ,744.00 ,65.10 ,169.20 ,48.20 ,418.00 ,147.60 ,62.40 ,147.00 ,32.00 ,332.00 ,287.40 ,212.70 ,192.00 ,287.70 ,333.00 ,330.30 ,193.20 ,132.60 ,64.50 ,175.80 ,264.90 ,195.60 ,826.80 ,456.00 ,163.20 ,102.90 ,752.40 ,121.80 ,1161.30 ,205.20 ,463.50 ,350.70 ,755.40 ,188.00 ,98.10 ,124.50 ,195.00 ,394.80 ,236.10 ,129.30 ,411.60 ,137.40 ,164.70 ,183.60 ,102.00 ,399.00 ,143.00 ,81.00 ,225.60 ,539.40 ,465.60 ,4199.20 ,673.80 ,366.90 ,85.80 ,7863.29 
2020/5/22,108.60 ,59.10 ,127.80 ,134.70 ,212.80 ,314.10 ,660.80 ,199.20 ,83.40 ,120.60 ,252.90 ,178.20 ,3.60 ,2359.80 ,301.20 ,379.20 ,732.40 ,169.50 ,224.70 ,115.20 ,320.85 ,343.80 ,920.40 ,148.80 ,492.00 ,218.40 ,182.40 ,226.20 ,757.80 ,328.50 ,129.30 ,402.90 ,826.80 ,12.00 ,2472.00 ,2678.40 ,2136.00 ,5890.00 ,106.65 ,239.10 ,739.60 ,384.30 ,0.15 ,1440.00 ,20.50 ,1614.00 ,200.00 ,8.80 ,1128.90 ,0.02 ,284.10 ,1.08 ,889.50 ,3576.00 ,270.40 ,264.00 ,21.00 ,638.40 ,38.40 ,146.55 ,1416.00 ,320.40 ,134.40 ,60.80 ,312.90 ,722.40 ,1653.00 ,0.00 ,7.60 ,17.40 ,606.00 ,176.00 ,304.80 ,1542.00 ,72.80 ,69.90 ,768.00 ,966.00 ,82.80 ,620.10 ,669.60 ,587.40 ,61.65 ,158.40 ,46.20 ,480.00 ,140.40 ,51.00 ,159.90 ,38.00 ,350.80 ,278.70 ,223.20 ,187.20 ,305.70 ,315.00 ,300.30 ,235.20 ,180.00 ,70.50 ,170.70 ,246.00 ,244.80 ,1047.00 ,454.80 ,170.40 ,107.10 ,707.40 ,116.40 ,1122.00 ,179.10 ,474.00 ,340.80 ,866.10 ,190.00 ,99.90 ,132.30 ,212.40 ,354.00 ,228.90 ,148.20 ,369.60 ,146.70 ,175.80 ,179.10 ,99.00 ,394.50 ,157.00 ,87.00 ,246.60 ,559.50 ,465.60 ,4504.80 ,678.30 ,339.00 ,92.70 ,8395.43 
2020/5/23,132.60 ,64.50 ,131.10 ,102.90 ,220.00 ,327.90 ,527.60 ,211.20 ,107.40 ,126.00 ,259.20 ,228.60 ,3.60 ,2346.00 ,404.40 ,407.20 ,769.20 ,197.40 ,276.90 ,145.80 ,301.20 ,358.50 ,871.20 ,152.40 ,494.40 ,241.20 ,184.80 ,231.00 ,504.00 ,208.50 ,131.40 ,411.30 ,886.40 ,15.30 ,1896.00 ,2638.40 ,2088.00 ,2230.00 ,98.70 ,225.60 ,762.40 ,419.40 ,0.30 ,1440.00 ,21.00 ,3342.00 ,0.00 ,11.20 ,1183.50 ,3093.60 ,262.35 ,0.40 ,4.64 ,3378.00 ,322.40 ,282.40 ,24.60 ,609.60 ,42.30 ,201.15 ,1580.00 ,269.40 ,218.40 ,8.00 ,253.50 ,689.40 ,1345.20 ,0.00 ,8.00 ,16.20 ,492.00 ,624.00 ,263.25 ,1536.00 ,92.00 ,95.40 ,180.00 ,942.00 ,85.80 ,560.70 ,669.30 ,501.30 ,64.20 ,209.10 ,47.30 ,448.00 ,152.40 ,88.50 ,184.20 ,48.00 ,378.00 ,306.60 ,225.90 ,243.00 ,337.80 ,322.80 ,322.50 ,200.10 ,170.10 ,72.30 ,177.00 ,258.60 ,236.40 ,1150.20 ,434.40 ,171.00 ,112.20 ,890.40 ,121.80 ,1107.60 ,231.00 ,559.80 ,368.70 ,956.70 ,226.80 ,96.90 ,153.00 ,205.80 ,369.00 ,248.40 ,117.00 ,405.00 ,140.10 ,168.30 ,194.40 ,104.00 ,378.90 ,152.00 ,81.60 ,288.00 ,624.60 ,468.60 ,4222.40 ,740.10 ,350.40 ,87.90 ,8363.02 
2020/5/24,135.30 ,63.30 ,134.10 ,123.60 ,261.20 ,322.20 ,585.20 ,233.70 ,117.30 ,140.40 ,275.10 ,267.90 ,3.90 ,2199.60 ,516.00 ,464.40 ,847.20 ,197.70 ,264.00 ,157.80 ,312.30 ,393.60 ,821.40 ,164.40 ,496.80 ,253.20 ,192.00 ,225.90 ,883.80 ,372.30 ,139.80 ,404.70 ,807.60 ,15.00 ,2680.00 ,2720.80 ,2496.00 ,1950.00 ,103.50 ,243.30 ,944.80 ,441.30 ,0.15 ,1464.00 ,22.00 ,4950.00 ,96.00 ,12.80 ,1205.10 ,0.02 ,217.95 ,1.27 ,889.50 ,3918.00 ,346.40 ,282.40 ,21.90 ,627.20 ,49.50 ,70.05 ,1131.20 ,66.60 ,308.00 ,8.00 ,280.95 ,711.60 ,1225.20 ,278.40 ,6.80 ,12.90 ,528.00 ,152.00 ,306.45 ,1230.00 ,148.00 ,101.40 ,138.00 ,840.00 ,73.80 ,560.70 ,720.90 ,408.90 ,64.20 ,139.20 ,51.20 ,548.50 ,180.00 ,129.00 ,171.30 ,259.00 ,380.40 ,316.80 ,243.30 ,229.80 ,358.20 ,324.60 ,360.60 ,178.20 ,220.20 ,70.80 ,180.00 ,286.50 ,262.80 ,1426.80 ,493.20 ,183.60 ,80.40 ,765.00 ,130.20 ,1353.00 ,208.80 ,509.70 ,347.70 ,921.00 ,326.00 ,113.40 ,157.80 ,253.20 ,350.40 ,295.50 ,144.60 ,399.00 ,159.60 ,147.00 ,193.80 ,109.00 ,430.80 ,153.00 ,121.80 ,270.00 ,701.10 ,548.40 ,4792.00 ,781.20 ,350.10 ,89.10 ,8694.15 
2020/5/25,105.00 ,57.30 ,213.30 ,159.60 ,224.00 ,317.10 ,791.20 ,215.70 ,88.80 ,126.00 ,246.60 ,190.80 ,4.20 ,2506.20 ,253.20 ,472.00 ,703.20 ,169.20 ,243.30 ,120.90 ,295.80 ,325.50 ,825.60 ,144.00 ,525.60 ,252.00 ,194.40 ,210.30 ,323.40 ,365.10 ,128.40 ,408.30 ,755.20 ,12.60 ,2624.00 ,2565.60 ,2388.00 ,1930.00 ,104.85 ,233.70 ,764.80 ,413.10 ,0.15 ,1332.00 ,24.50 ,2328.00 ,138.60 ,12.00 ,1216.80 ,2976.00 ,258.00 ,0.40 ,7.68 ,3882.00 ,281.60 ,50.40 ,21.90 ,685.60 ,51.60 ,179.40 ,364.80 ,288.00 ,144.80 ,123.20 ,285.60 ,648.00 ,1465.20 ,256.80 ,8.00 ,18.30 ,636.00 ,152.00 ,347.55 ,1368.00 ,79.20 ,100.80 ,288.00 ,672.00 ,133.80 ,606.00 ,688.50 ,494.10 ,61.50 ,112.80 ,53.80 ,418.00 ,141.00 ,83.70 ,165.90 ,322.50 ,355.20 ,302.70 ,223.80 ,203.40 ,317.40 ,323.40 ,261.00 ,171.00 ,163.80 ,67.80 ,148.50 ,223.80 ,208.80 ,1231.20 ,459.60 ,162.00 ,111.90 ,762.60 ,127.80 ,1368.30 ,192.60 ,508.50 ,369.60 ,973.50 ,231.60 ,95.70 ,134.40 ,206.40 ,355.80 ,261.30 ,158.70 ,389.40 ,140.40 ,159.60 ,176.10 ,99.00 ,396.30 ,143.00 ,86.70 ,243.60 ,697.50 ,484.20 ,4283.20 ,706.80 ,311.10 ,87.60 ,7831.64 
