时间,用户1,用户2,用户3,用户4,用户5,用户6,用户7,用户8,用户9,用户10,用户11,用户12,用户13,用户14,用户15,用户16,用户17,用户18,用户19,用户20,用户21,用户22,用户23,用户24,用户25,用户26,用户27,用户28,用户29,用户30,用户31,用户32,用户33,用户34,用户35,用户36,用户37,用户38,用户39,用户40,用户41,用户42,用户43,用户44,用户45,用户46,用户47,用户48,用户49,用户50,用户51,用户52,用户53,用户54,用户55,用户56,用户57,用户58,用户59,用户60,用户61,用户62,用户63,用户64,用户65,用户66,用户67,用户68,用户69,用户70,用户71,用户72,用户73,用户74,用户75,用户76,用户77,用户78,用户79,用户80,用户81,用户82,用户83,用户84,用户85,用户86,用户87,用户88,用户89,用户90,用户91,用户92,用户93,用户94,用户95,用户96,用户97,用户98,用户99,用户100,用户101,用户102,用户103,用户104,用户105,用户106,用户107,用户108,用户109,用户110,用户111,用户112,用户113,用户114,用户115,用户116,用户117,用户118,用户119,用户120,用户121,用户122,用户123,用户124,用户125,用户126,用户127,用户128,用户129,用户130,用户131,用户132,用户133,用户134,用户135,用户136,损失电量(kW·h)
2020/4/11,128.70 ,64.20 ,152.40 ,213.60 ,238.80 ,393.60 ,771.60 ,259.20 ,124.80 ,161.40 ,320.40 ,223.80 ,3.90 ,2158.20 ,289.20 ,522.80 ,835.20 ,214.20 ,252.90 ,110.70 ,367.05 ,354.60 ,144.60 ,201.60 ,504.00 ,223.20 ,182.40 ,209.10 ,183.00 ,321.30 ,174.60 ,516.30 ,803.00 ,17.40 ,1200.00 ,122.40 ,1860.00 ,6640.00 ,100.65 ,325.80 ,752.00 ,449.40 ,0.30 ,168.00 ,15.00 ,2580.00 ,75.90 ,36.00 ,1055.70 ,2890.80 ,424.50 ,1.60 ,2.86 ,3186.00 ,332.80 ,72.80 ,30.90 ,608.80 ,31.20 ,130.95 ,0.80 ,327.00 ,28.80 ,6.40 ,81.90 ,744.00 ,1178.40 ,228.00 ,0.00 ,27.30 ,450.00 ,208.00 ,139.80 ,1344.00 ,127.20 ,75.90 ,1854.00 ,762.00 ,112.20 ,628.50 ,765.60 ,596.10 ,74.55 ,187.20 ,85.80 ,425.50 ,237.60 ,66.00 ,201.00 ,379.50 ,430.80 ,358.20 ,252.30 ,240.60 ,378.30 ,381.00 ,301.80 ,163.50 ,125.40 ,63.90 ,139.80 ,286.20 ,255.00 ,579.60 ,472.80 ,203.40 ,68.10 ,586.20 ,162.60 ,1416.00 ,228.00 ,564.30 ,450.60 ,773.40 ,236.80 ,108.90 ,181.20 ,220.20 ,364.20 ,285.60 ,174.00 ,345.00 ,190.80 ,165.30 ,159.00 ,91.00 ,313.50 ,161.00 ,70.80 ,301.80 ,536.40 ,718.20 ,5272.80 ,750.60 ,393.60 ,110.40 ,6995.35 
2020/4/12,130.30 ,65.00 ,154.30 ,216.20 ,241.70 ,398.40 ,781.00 ,262.40 ,126.30 ,163.40 ,324.30 ,226.50 ,4.00 ,2184.60 ,292.70 ,529.20 ,845.40 ,216.80 ,256.00 ,112.10 ,371.54 ,358.90 ,146.40 ,204.10 ,510.20 ,225.90 ,184.60 ,211.70 ,185.20 ,325.20 ,176.70 ,522.60 ,812.80 ,17.60 ,1215.00 ,123.90 ,1883.00 ,6721.00 ,101.88 ,329.80 ,761.20 ,454.90 ,0.30 ,170.00 ,15.00 ,2612.00 ,76.80 ,36.40 ,1068.60 ,2926.20 ,429.70 ,1.62 ,2.90 ,3225.00 ,336.90 ,73.70 ,31.30 ,616.30 ,31.60 ,132.55 ,0.80 ,331.00 ,29.20 ,6.50 ,82.90 ,753.10 ,1192.80 ,230.80 ,0.00 ,27.60 ,456.00 ,211.00 ,141.50 ,1360.00 ,128.80 ,76.80 ,1877.00 ,771.00 ,113.60 ,636.20 ,775.00 ,603.40 ,75.50 ,189.50 ,86.90 ,430.70 ,240.50 ,66.80 ,203.50 ,384.00 ,436.10 ,362.60 ,255.40 ,243.50 ,382.90 ,385.70 ,305.50 ,165.50 ,126.90 ,64.70 ,141.50 ,289.70 ,258.10 ,586.70 ,478.60 ,205.90 ,68.90 ,593.40 ,164.60 ,1433.30 ,230.80 ,571.20 ,456.10 ,782.90 ,239.70 ,110.20 ,183.40 ,222.90 ,368.70 ,289.10 ,176.10 ,349.20 ,193.10 ,167.30 ,160.90 ,92.00 ,317.30 ,163.00 ,71.70 ,305.50 ,543.00 ,727.00 ,5337.30 ,759.80 ,398.40 ,111.80 ,7080.92 
2020/4/13,142.00 ,70.80 ,168.20 ,235.70 ,263.50 ,434.30 ,851.30 ,286.00 ,137.70 ,178.10 ,353.50 ,246.90 ,4.30 ,2381.20 ,319.10 ,576.80 ,921.50 ,236.30 ,279.00 ,122.10 ,404.98 ,391.30 ,159.50 ,222.40 ,556.10 ,246.30 ,201.30 ,230.70 ,201.90 ,354.50 ,192.60 ,569.70 ,886.00 ,19.20 ,1324.00 ,135.10 ,2052.00 ,7326.00 ,111.05 ,359.50 ,829.70 ,495.84 ,0.30 ,185.00 ,16.50 ,2847.00 ,83.70 ,39.70 ,1164.80 ,3189.60 ,468.40 ,1.77 ,3.20 ,3515.00 ,367.20 ,80.30 ,34.10 ,671.70 ,34.40 ,144.50 ,0.90 ,360.80 ,31.80 ,7.10 ,90.40 ,820.90 ,1300.20 ,251.60 ,0.00 ,30.10 ,497.00 ,230.00 ,154.25 ,1483.00 ,140.40 ,83.70 ,2046.00 ,841.00 ,123.80 ,693.50 ,844.70 ,657.70 ,82.25 ,206.60 ,94.70 ,469.50 ,262.20 ,72.80 ,221.80 ,418.50 ,475.30 ,395.20 ,278.40 ,265.50 ,417.40 ,420.40 ,333.00 ,180.40 ,138.40 ,70.50 ,154.30 ,315.80 ,281.40 ,639.50 ,521.70 ,224.40 ,75.10 ,646.80 ,179.40 ,1562.30 ,251.60 ,622.60 ,497.20 ,853.30 ,261.30 ,120.20 ,199.90 ,243.00 ,401.80 ,315.10 ,192.00 ,380.70 ,210.50 ,182.40 ,175.40 ,100.00 ,345.90 ,178.00 ,78.10 ,333.00 ,591.80 ,792.40 ,5817.70 ,828.20 ,434.30 ,121.80 ,7718.27 
2020/4/14,132.90 ,70.30 ,136.40 ,128.30 ,291.10 ,374.90 ,573.80 ,261.10 ,115.20 ,142.00 ,376.30 ,189.70 ,4.60 ,2452.10 ,238.90 ,557.30 ,891.30 ,226.50 ,254.00 ,146.30 ,348.38 ,311.30 ,139.90 ,164.70 ,667.10 ,253.00 ,241.70 ,224.00 ,1101.00 ,504.20 ,191.50 ,329.30 ,979.70 ,14.50 ,2808.00 ,139.50 ,2586.00 ,7455.00 ,113.20 ,340.30 ,778.70 ,440.60 ,0.15 ,749.00 ,16.50 ,3993.00 ,240.30 ,28.30 ,1270.60 ,0.00 ,367.50 ,1.52 ,890.40 ,3540.00 ,289.30 ,307.20 ,23.30 ,619.00 ,28.40 ,209.85 ,7.50 ,286.90 ,224.30 ,8.50 ,318.35 ,776.60 ,1799.90 ,233.70 ,5.70 ,20.90 ,664.00 ,207.00 ,180.20 ,1435.00 ,90.50 ,90.80 ,919.00 ,947.00 ,381.60 ,733.50 ,872.40 ,641.70 ,53.35 ,332.80 ,64.80 ,527.10 ,228.30 ,49.10 ,203.90 ,404.50 ,393.40 ,349.80 ,257.60 ,287.60 ,383.40 ,399.30 ,323.30 ,179.50 ,179.10 ,74.60 ,163.60 ,303.20 ,247.30 ,655.10 ,470.60 ,218.40 ,82.30 ,723.60 ,176.70 ,1423.20 ,272.10 ,571.00 ,481.90 ,862.50 ,217.70 ,100.40 ,135.00 ,275.60 ,379.50 ,213.10 ,194.70 ,400.70 ,162.50 ,162.20 ,194.30 ,127.00 ,494.00 ,158.00 ,84.50 ,296.10 ,763.50 ,765.30 ,5318.80 ,897.80 ,431.40 ,118.00 ,6508.18 
2020/4/15,115.80 ,61.30 ,118.90 ,111.80 ,253.80 ,326.80 ,500.30 ,227.60 ,100.40 ,123.80 ,328.10 ,165.40 ,4.00 ,2137.80 ,208.20 ,485.90 ,777.10 ,197.50 ,221.50 ,127.50 ,303.73 ,271.40 ,122.00 ,143.60 ,581.60 ,220.60 ,210.70 ,195.30 ,959.90 ,439.60 ,167.00 ,287.10 ,854.10 ,12.60 ,2448.00 ,121.60 ,2255.00 ,6500.00 ,98.73 ,296.60 ,678.90 ,384.13 ,0.15 ,653.00 ,14.50 ,3481.00 ,209.50 ,24.60 ,1107.70 ,0.00 ,320.40 ,1.32 ,776.30 ,3087.00 ,252.20 ,267.80 ,20.30 ,539.70 ,24.80 ,183.00 ,6.60 ,250.10 ,195.50 ,7.40 ,277.50 ,677.10 ,1569.20 ,203.70 ,4.90 ,18.20 ,579.00 ,181.00 ,157.10 ,1251.00 ,78.90 ,79.20 ,801.00 ,826.00 ,332.70 ,639.50 ,760.60 ,559.40 ,46.50 ,290.20 ,56.50 ,459.50 ,199.00 ,42.80 ,177.70 ,353.00 ,343.00 ,305.00 ,224.60 ,250.80 ,334.20 ,348.10 ,281.90 ,156.50 ,156.20 ,65.00 ,142.60 ,264.30 ,215.60 ,571.10 ,410.30 ,190.40 ,71.80 ,630.90 ,154.00 ,1240.80 ,237.20 ,497.80 ,420.20 ,751.90 ,189.80 ,87.50 ,117.70 ,240.30 ,330.80 ,185.80 ,169.70 ,349.30 ,141.70 ,141.40 ,169.40 ,111.00 ,430.60 ,138.00 ,73.60 ,258.10 ,665.70 ,667.20 ,4637.00 ,782.70 ,376.10 ,102.90 ,5187.05 
2020/4/16,112.80 ,59.70 ,115.80 ,108.90 ,247.20 ,318.30 ,487.20 ,221.70 ,97.80 ,120.60 ,319.50 ,161.10 ,3.90 ,2082.00 ,202.80 ,473.20 ,756.80 ,192.30 ,215.70 ,124.20 ,295.80 ,264.30 ,118.80 ,139.80 ,566.40 ,214.80 ,205.20 ,190.20 ,934.80 ,428.10 ,162.60 ,279.60 ,831.80 ,12.30 ,2384.00 ,118.40 ,2196.00 ,6330.00 ,96.15 ,288.90 ,661.20 ,374.10 ,0.15 ,636.00 ,14.00 ,3390.00 ,204.00 ,24.00 ,1078.80 ,0.02 ,312.00 ,1.29 ,756.00 ,3006.00 ,245.60 ,260.80 ,19.80 ,525.60 ,24.15 ,178.20 ,6.40 ,243.60 ,190.40 ,7.20 ,270.30 ,659.40 ,1528.20 ,198.40 ,4.80 ,17.70 ,564.00 ,176.00 ,153.00 ,1218.00 ,76.80 ,77.10 ,780.00 ,804.00 ,324.00 ,622.80 ,740.70 ,544.80 ,45.30 ,282.60 ,55.00 ,447.50 ,193.80 ,41.70 ,173.10 ,343.50 ,334.00 ,297.00 ,218.70 ,244.20 ,325.50 ,339.00 ,274.50 ,152.40 ,152.10 ,63.30 ,138.90 ,257.40 ,210.00 ,556.20 ,399.60 ,185.40 ,69.90 ,614.40 ,150.00 ,1208.40 ,231.00 ,484.80 ,409.20 ,732.30 ,184.80 ,85.20 ,114.60 ,234.00 ,322.20 ,180.90 ,165.30 ,340.20 ,138.00 ,137.70 ,165.00 ,108.00 ,419.40 ,134.00 ,71.70 ,251.40 ,648.30 ,649.80 ,4516.00 ,762.30 ,366.30 ,100.20 ,5030.89 
2020/4/17,114.30 ,62.70 ,102.60 ,128.10 ,248.00 ,317.70 ,519.20 ,207.30 ,100.50 ,126.30 ,288.30 ,176.40 ,5.40 ,2184.60 ,332.40 ,418.40 ,726.00 ,186.00 ,225.30 ,96.30 ,272.85 ,267.60 ,112.20 ,145.80 ,614.40 ,232.80 ,196.80 ,205.20 ,931.20 ,284.70 ,159.90 ,267.90 ,777.20 ,12.30 ,2488.00 ,123.20 ,2412.00 ,7410.00 ,91.65 ,300.00 ,643.60 ,379.20 ,0.15 ,996.00 ,20.00 ,2724.00 ,0.00 ,14.40 ,1099.80 ,2890.80 ,298.65 ,0.40 ,1.04 ,4374.00 ,219.20 ,236.00 ,29.10 ,472.00 ,22.05 ,163.65 ,5.60 ,300.00 ,177.60 ,124.00 ,211.20 ,791.40 ,1899.60 ,236.80 ,0.80 ,20.40 ,636.00 ,240.00 ,163.65 ,708.00 ,85.60 ,76.50 ,1782.00 ,912.00 ,246.60 ,459.90 ,733.20 ,530.70 ,52.05 ,143.40 ,55.90 ,424.00 ,205.80 ,46.20 ,167.70 ,122.50 ,334.40 ,286.20 ,228.00 ,221.40 ,300.00 ,316.20 ,269.40 ,171.60 ,150.30 ,63.90 ,168.00 ,279.90 ,219.60 ,513.00 ,414.00 ,171.60 ,84.90 ,1284.60 ,130.80 ,789.90 ,199.20 ,447.90 ,380.70 ,696.00 ,162.80 ,91.50 ,126.00 ,233.40 ,336.60 ,189.00 ,161.40 ,332.40 ,135.90 ,129.30 ,169.80 ,93.00 ,391.80 ,153.00 ,74.10 ,260.40 ,750.00 ,585.00 ,4373.60 ,759.00 ,349.80 ,94.20 ,6242.68 
2020/4/18,114.00 ,57.00 ,119.40 ,147.30 ,219.60 ,301.80 ,595.60 ,220.20 ,90.60 ,117.00 ,290.70 ,162.90 ,3.90 ,2074.80 ,226.80 ,349.20 ,619.20 ,174.30 ,221.40 ,87.60 ,281.10 ,299.40 ,117.60 ,145.80 ,561.60 ,231.60 ,199.20 ,206.40 ,642.60 ,169.80 ,127.50 ,276.60 ,826.40 ,11.10 ,2088.00 ,126.40 ,2160.00 ,5250.00 ,87.60 ,281.10 ,694.40 ,378.60 ,0.15 ,1164.00 ,13.50 ,4200.00 ,108.00 ,9.60 ,1099.50 ,0.02 ,294.15 ,1.28 ,651.00 ,3192.00 ,219.20 ,262.40 ,28.20 ,564.80 ,19.95 ,65.10 ,0.80 ,276.00 ,114.40 ,4.80 ,216.75 ,592.20 ,1174.80 ,244.80 ,0.00 ,16.20 ,510.00 ,320.00 ,238.20 ,660.00 ,72.80 ,73.50 ,750.00 ,882.00 ,315.00 ,462.30 ,728.70 ,501.30 ,55.20 ,285.30 ,55.50 ,387.50 ,169.80 ,28.20 ,162.00 ,294.00 ,314.00 ,306.90 ,206.70 ,290.40 ,308.70 ,329.40 ,259.50 ,186.00 ,161.70 ,63.30 ,135.00 ,271.20 ,202.80 ,555.60 ,398.40 ,162.60 ,78.90 ,1092.60 ,150.00 ,902.10 ,188.10 ,539.10 ,402.30 ,699.90 ,160.00 ,88.20 ,114.90 ,233.40 ,315.60 ,191.40 ,140.70 ,325.20 ,153.90 ,136.80 ,156.60 ,86.00 ,371.70 ,145.00 ,93.30 ,241.80 ,792.90 ,540.00 ,4784.00 ,729.60 ,362.10 ,90.90 ,6015.54 
2020/4/19,102.90 ,66.30 ,117.90 ,129.90 ,238.80 ,311.10 ,484.40 ,228.30 ,100.20 ,109.50 ,278.40 ,171.90 ,4.50 ,1877.40 ,314.40 ,372.40 ,738.00 ,200.40 ,220.50 ,93.30 ,306.30 ,294.00 ,117.00 ,145.80 ,576.00 ,230.40 ,195.60 ,238.20 ,732.00 ,290.70 ,132.90 ,269.40 ,812.40 ,12.60 ,1704.00 ,132.80 ,2136.00 ,4830.00 ,87.90 ,290.40 ,638.00 ,376.95 ,0.30 ,1236.00 ,13.50 ,966.00 ,141.00 ,19.20 ,1075.50 ,2922.00 ,313.05 ,0.20 ,2.56 ,3528.00 ,231.20 ,72.80 ,42.90 ,580.00 ,21.00 ,73.50 ,48.80 ,61.80 ,88.00 ,5.60 ,144.15 ,705.60 ,1204.20 ,216.80 ,1.20 ,17.40 ,654.00 ,192.00 ,88.50 ,636.00 ,67.20 ,68.10 ,1836.00 ,828.00 ,277.20 ,615.90 ,759.90 ,527.70 ,66.90 ,198.60 ,58.00 ,370.50 ,178.20 ,35.10 ,146.70 ,359.00 ,340.80 ,315.60 ,218.10 ,187.20 ,313.20 ,322.80 ,281.40 ,168.00 ,154.20 ,63.30 ,141.90 ,260.10 ,207.60 ,614.40 ,446.40 ,181.80 ,80.10 ,624.00 ,142.80 ,879.30 ,201.90 ,441.30 ,414.90 ,645.90 ,179.60 ,87.60 ,121.50 ,229.80 ,315.00 ,214.50 ,184.50 ,324.00 ,145.80 ,122.10 ,158.10 ,94.00 ,378.00 ,286.00 ,93.90 ,271.20 ,494.70 ,524.40 ,4983.20 ,692.10 ,361.50 ,88.20 ,5241.53 
2020/4/20,106.20 ,59.40 ,120.30 ,171.90 ,233.60 ,324.30 ,664.00 ,218.40 ,105.00 ,98.10 ,267.60 ,167.40 ,5.10 ,2242.80 ,280.80 ,481.60 ,676.40 ,204.90 ,238.20 ,104.10 ,291.15 ,277.50 ,129.00 ,145.20 ,511.20 ,213.60 ,188.40 ,218.70 ,755.40 ,313.80 ,149.70 ,279.30 ,821.60 ,11.70 ,1600.00 ,151.20 ,1572.00 ,4490.00 ,82.65 ,285.00 ,680.80 ,399.75 ,0.15 ,1272.00 ,15.00 ,2310.00 ,760.00 ,20.80 ,1095.60 ,0.02 ,295.65 ,1.27 ,742.80 ,3714.00 ,265.60 ,272.80 ,33.30 ,399.20 ,23.55 ,164.10 ,156.00 ,274.80 ,47.20 ,8.00 ,164.10 ,639.00 ,1446.00 ,224.80 ,0.00 ,19.20 ,828.00 ,160.00 ,245.25 ,882.00 ,88.00 ,78.00 ,168.00 ,858.00 ,292.80 ,462.90 ,768.30 ,555.00 ,49.20 ,176.10 ,50.30 ,418.50 ,192.00 ,35.70 ,160.80 ,723.00 ,338.00 ,295.50 ,217.80 ,293.40 ,321.00 ,333.60 ,290.40 ,153.00 ,159.90 ,76.80 ,141.60 ,264.00 ,206.40 ,755.40 ,459.60 ,180.60 ,107.10 ,655.80 ,149.40 ,1474.80 ,216.00 ,440.70 ,377.40 ,811.50 ,146.40 ,87.00 ,122.70 ,205.20 ,341.40 ,196.50 ,191.10 ,331.20 ,144.60 ,130.50 ,154.20 ,90.00 ,369.60 ,143.00 ,85.20 ,259.80 ,792.90 ,634.20 ,4776.00 ,682.80 ,327.90 ,82.80 ,5908.69 
2020/4/21,114.60 ,69.60 ,138.30 ,217.50 ,250.40 ,314.10 ,764.80 ,239.40 ,109.20 ,142.80 ,274.80 ,170.70 ,5.70 ,2202.60 ,226.80 ,494.80 ,713.60 ,191.10 ,240.30 ,108.00 ,326.25 ,330.90 ,136.20 ,169.20 ,499.20 ,218.40 ,187.20 ,234.00 ,1245.60 ,182.10 ,162.60 ,287.10 ,804.80 ,12.00 ,2104.00 ,208.00 ,2688.00 ,5330.00 ,93.30 ,290.40 ,719.20 ,394.35 ,0.30 ,1236.00 ,9.00 ,3630.00 ,69.30 ,21.60 ,1088.10 ,3112.20 ,339.90 ,0.20 ,4.67 ,3720.00 ,340.00 ,108.80 ,40.50 ,610.40 ,20.55 ,201.75 ,60.00 ,304.20 ,1.60 ,12.80 ,184.95 ,660.60 ,1916.40 ,242.40 ,0.00 ,21.00 ,798.00 ,304.00 ,50.55 ,1650.00 ,88.00 ,56.10 ,780.00 ,870.00 ,63.60 ,502.80 ,746.10 ,747.30 ,72.90 ,101.70 ,50.70 ,444.00 ,169.80 ,48.30 ,149.40 ,125.00 ,356.40 ,306.30 ,231.00 ,228.60 ,351.90 ,337.20 ,309.90 ,184.20 ,173.40 ,75.60 ,158.70 ,289.20 ,214.20 ,820.80 ,453.60 ,185.70 ,102.90 ,771.60 ,146.40 ,1529.10 ,209.70 ,445.20 ,442.50 ,775.20 ,155.20 ,95.10 ,128.70 ,250.20 ,368.40 ,257.40 ,188.70 ,353.40 ,150.00 ,152.70 ,163.80 ,95.00 ,402.30 ,197.00 ,104.70 ,268.20 ,495.90 ,679.80 ,5192.80 ,879.90 ,344.40 ,84.30 ,6708.73 
2020/4/22,108.30 ,73.50 ,112.80 ,172.20 ,244.00 ,324.60 ,704.80 ,228.30 ,98.40 ,116.70 ,309.30 ,189.00 ,4.50 ,2231.40 ,141.60 ,502.00 ,776.00 ,200.40 ,246.30 ,97.50 ,305.55 ,310.50 ,142.80 ,171.60 ,494.40 ,210.00 ,186.00 ,217.20 ,273.00 ,334.20 ,141.60 ,283.20 ,899.60 ,15.30 ,1320.00 ,321.60 ,2412.00 ,230.00 ,97.95 ,297.60 ,673.20 ,389.10 ,0.15 ,840.00 ,8.50 ,3444.00 ,203.20 ,16.00 ,1095.90 ,0.01 ,357.75 ,1.28 ,684.60 ,4038.00 ,306.40 ,349.60 ,22.20 ,619.20 ,25.50 ,180.15 ,325.60 ,313.80 ,34.40 ,8.00 ,125.10 ,668.40 ,1219.80 ,277.60 ,0.80 ,20.70 ,738.00 ,336.00 ,230.40 ,1494.00 ,86.40 ,72.60 ,2352.00 ,918.00 ,77.40 ,468.30 ,756.00 ,658.20 ,73.35 ,50.10 ,49.90 ,454.50 ,192.00 ,42.30 ,167.10 ,65.50 ,352.80 ,304.20 ,237.90 ,232.20 ,358.80 ,342.60 ,279.00 ,217.50 ,186.60 ,71.10 ,145.50 ,267.60 ,217.20 ,840.60 ,444.00 ,198.60 ,95.10 ,756.60 ,133.80 ,1455.00 ,219.90 ,484.80 ,444.30 ,854.40 ,184.80 ,101.40 ,116.40 ,217.20 ,381.00 ,223.20 ,168.30 ,346.80 ,149.10 ,149.70 ,176.10 ,102.00 ,420.90 ,160.00 ,91.20 ,276.60 ,643.20 ,625.80 ,4976.00 ,785.70 ,365.40 ,83.40 ,5629.49 
2020/4/23,110.10 ,73.20 ,116.70 ,165.60 ,252.40 ,328.50 ,751.20 ,234.00 ,118.80 ,138.30 ,279.90 ,179.10 ,4.50 ,2367.00 ,159.60 ,533.60 ,742.40 ,183.00 ,223.50 ,91.80 ,356.70 ,330.00 ,134.40 ,160.20 ,518.40 ,219.60 ,181.20 ,217.80 ,204.00 ,337.20 ,153.30 ,292.20 ,852.60 ,14.40 ,928.00 ,337.60 ,3084.00 ,180.00 ,117.45 ,305.70 ,676.40 ,390.75 ,0.15 ,1584.00 ,8.00 ,2886.00 ,0.00 ,9.60 ,1100.70 ,3061.20 ,328.65 ,0.40 ,1.64 ,4152.00 ,389.60 ,326.40 ,25.50 ,721.60 ,24.00 ,188.25 ,660.00 ,288.60 ,7.20 ,8.80 ,111.30 ,631.80 ,1762.20 ,295.20 ,2.00 ,20.40 ,444.00 ,376.00 ,157.80 ,1716.00 ,104.80 ,54.30 ,156.00 ,882.00 ,285.60 ,548.10 ,754.50 ,716.70 ,54.75 ,170.40 ,54.00 ,376.50 ,196.20 ,39.00 ,183.00 ,313.50 ,357.20 ,312.30 ,230.40 ,243.60 ,334.20 ,360.00 ,308.70 ,191.40 ,189.60 ,64.80 ,133.20 ,285.90 ,208.20 ,816.00 ,453.60 ,172.50 ,97.20 ,876.60 ,148.20 ,915.30 ,202.80 ,467.40 ,427.80 ,941.10 ,181.20 ,86.70 ,130.50 ,238.20 ,358.80 ,226.20 ,147.90 ,325.80 ,151.20 ,156.00 ,166.50 ,96.00 ,410.70 ,166.00 ,100.20 ,271.80 ,489.00 ,537.60 ,5150.40 ,739.50 ,343.20 ,85.80 ,6245.07 
2020/4/24,116.70 ,72.30 ,110.10 ,132.30 ,237.20 ,310.50 ,521.60 ,225.60 ,96.30 ,118.50 ,277.20 ,176.70 ,3.60 ,2204.40 ,258.00 ,469.20 ,748.40 ,184.20 ,230.70 ,111.90 ,314.40 ,288.30 ,122.40 ,150.60 ,492.00 ,208.80 ,182.40 ,223.20 ,969.00 ,307.20 ,139.50 ,286.80 ,841.80 ,12.60 ,1728.00 ,219.20 ,2388.00 ,180.00 ,102.60 ,292.80 ,629.20 ,385.95 ,0.30 ,1656.00 ,2.50 ,5850.00 ,84.00 ,9.60 ,1078.80 ,0.02 ,276.90 ,1.29 ,780.60 ,3960.00 ,297.60 ,296.00 ,19.50 ,677.60 ,19.80 ,161.25 ,160.00 ,206.40 ,15.20 ,15.20 ,217.65 ,718.80 ,1225.80 ,296.00 ,0.80 ,15.90 ,690.00 ,1680.00 ,142.65 ,1860.00 ,72.00 ,54.30 ,762.00 ,774.00 ,237.00 ,504.90 ,743.40 ,558.60 ,40.35 ,138.30 ,58.90 ,382.50 ,187.20 ,43.50 ,179.10 ,380.50 ,364.40 ,282.00 ,219.90 ,251.40 ,339.30 ,335.40 ,313.50 ,174.60 ,180.90 ,61.50 ,131.40 ,260.70 ,214.80 ,625.80 ,458.40 ,189.00 ,94.20 ,793.80 ,126.00 ,1352.40 ,227.70 ,493.50 ,363.00 ,825.30 ,200.00 ,98.10 ,120.30 ,226.80 ,328.80 ,211.20 ,147.90 ,362.40 ,150.60 ,148.50 ,167.40 ,96.00 ,387.60 ,146.00 ,99.00 ,270.00 ,499.50 ,512.40 ,5263.20 ,722.10 ,336.60 ,83.70 ,5339.61 
2020/4/25,120.60 ,72.00 ,99.60 ,120.90 ,236.80 ,325.50 ,496.00 ,226.80 ,97.80 ,142.80 ,294.00 ,180.90 ,4.50 ,1930.80 ,289.20 ,392.00 ,772.40 ,207.60 ,200.10 ,102.90 ,290.40 ,301.80 ,127.80 ,157.80 ,513.60 ,220.80 ,186.00 ,244.50 ,196.80 ,185.70 ,135.30 ,348.90 ,817.60 ,11.10 ,2632.00 ,332.00 ,2232.00 ,170.00 ,86.10 ,294.00 ,651.20 ,366.75 ,0.15 ,1920.00 ,8.50 ,3240.00 ,140.10 ,19.20 ,1101.90 ,3046.20 ,283.65 ,3.40 ,1.33 ,3450.00 ,252.00 ,203.20 ,10.20 ,557.60 ,17.40 ,128.85 ,123.20 ,143.40 ,254.40 ,8.80 ,197.55 ,687.00 ,554.40 ,215.20 ,2.80 ,11.70 ,642.00 ,1112.00 ,70.05 ,1386.00 ,68.00 ,68.70 ,2478.00 ,858.00 ,355.80 ,417.60 ,704.10 ,505.20 ,54.30 ,210.00 ,45.60 ,363.50 ,182.40 ,42.00 ,177.00 ,126.00 ,345.60 ,309.00 ,229.20 ,258.60 ,330.30 ,346.80 ,274.20 ,135.30 ,162.60 ,64.50 ,153.90 ,256.80 ,226.80 ,728.40 ,457.20 ,193.20 ,71.10 ,677.40 ,123.60 ,1285.20 ,227.70 ,458.10 ,399.30 ,757.20 ,174.40 ,94.20 ,125.70 ,220.20 ,312.00 ,210.60 ,146.40 ,335.40 ,148.80 ,134.40 ,194.70 ,93.00 ,353.40 ,142.00 ,91.80 ,275.40 ,591.90 ,572.40 ,5096.00 ,798.90 ,358.20 ,89.10 ,5467.61 
